#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  52200      1.42e-01    1.40e-01      6.70e-04    1.27e-03      6.98e-02    6.83e-02    3.2e-06
  52300      1.35e-01    1.26e-01      2.51e-04    2.38e-04      6.64e-02    6.20e-02    3.2e-06
  52400      1.44e-01    1.37e-01      6.74e-04    5.90e-05      7.06e-02    6.70e-02    3.2e-06
  52500      1.41e-01    1.37e-01      1.62e-03    2.03e-03      6.85e-02    6.66e-02    3.2e-06
  52600      1.37e-01    1.58e-01      7.95e-04    8.39e-04      6.70e-02    7.75e-02    3.2e-06
  52700      1.49e-01    1.58e-01      3.37e-04    5.03e-04      7.31e-02    7.72e-02    3.2e-06
  52800      1.49e-01    1.49e-01      1.38e-03    8.57e-04      7.29e-02    7.31e-02    3.2e-06
  52900      1.32e-01    1.77e-01      9.19e-04    9.11e-04      6.43e-02    8.67e-02    3.2e-06
  53000      1.49e-01    1.39e-01      1.33e-03    1.58e-03      7.26e-02    6.76e-02    3.2e-06
  53100      1.36e-01    1.35e-01      6.35e-04    2.89e-04      6.65e-02    6.62e-02    3.2e-06
  53200      1.43e-01    1.50e-01      8.95e-04    1.17e-03      7.01e-02    7.33e-02    3.2e-06
  53300      1.35e-01    1.24e-01      8.86e-04    7.73e-04      6.58e-02    6.05e-02    3.2e-06
  53400      1.39e-01    1.46e-01      1.15e-03    1.99e-03      6.81e-02    7.11e-02    3.2e-06
  53500      1.35e-01    1.41e-01      2.55e-04    1.41e-04      6.61e-02    6.90e-02    3.2e-06
  53600      1.32e-01    1.29e-01      8.25e-04    7.31e-04      6.45e-02    6.32e-02    3.2e-06
  53700      1.39e-01    1.54e-01      8.77e-04    5.72e-04      6.79e-02    7.53e-02    3.2e-06
  53800      1.32e-01    1.44e-01      5.74e-04    1.16e-04      6.45e-02    7.08e-02    3.2e-06
  53900      1.41e-01    1.45e-01      5.17e-04    8.22e-04      6.92e-02    7.12e-02    3.2e-06
  54000      1.42e-01    1.48e-01      6.41e-04    1.21e-03      6.93e-02    7.25e-02    3.2e-06
  54100      1.49e-01    1.29e-01      7.41e-04    1.57e-03      7.30e-02    6.30e-02    3.2e-06
  54200      1.44e-01    1.39e-01      6.06e-04    4.44e-04      7.08e-02    6.82e-02    3.2e-06
  54300      1.40e-01    1.57e-01      1.98e-03    2.01e-03      6.78e-02    7.66e-02    3.2e-06
  54400      1.43e-01    1.39e-01      2.45e-04    4.08e-04      7.02e-02    6.80e-02    3.2e-06
  54500      1.48e-01    1.50e-01      1.83e-03    1.62e-03      7.20e-02    7.31e-02    3.2e-06
  54600      1.45e-01    1.29e-01      9.25e-04    3.52e-04      7.08e-02    6.34e-02    3.2e-06
  54700      1.43e-01    1.42e-01      1.07e-03    1.99e-03      7.00e-02    6.89e-02    3.2e-06
  54800      1.50e-01    1.47e-01      1.39e-03    1.18e-04      7.35e-02    7.22e-02    3.2e-06
  54900      1.47e-01    1.67e-01      1.28e-03    6.50e-04      7.20e-02    8.18e-02    3.2e-06
  55000      1.24e-01    1.40e-01      5.85e-04    4.32e-04      7.45e-02    8.38e-02    1.8e-06
  55100      1.12e-01    1.03e-01      4.12e-04    1.65e-04      6.74e-02    6.16e-02    1.8e-06
  55200      1.11e-01    1.08e-01      3.74e-04    9.34e-04      6.67e-02    6.45e-02    1.8e-06
  55300      1.16e-01    1.11e-01      3.75e-04    2.90e-04      6.98e-02    6.68e-02    1.8e-06
  55400      1.15e-01    1.15e-01      6.79e-04    3.95e-04      6.88e-02    6.88e-02    1.8e-06
  55500      1.13e-01    1.24e-01      1.33e-03    8.99e-05      6.71e-02    7.47e-02    1.8e-06
  55600      1.25e-01    1.28e-01      2.29e-03    1.69e-03      7.37e-02    7.59e-02    1.8e-06
  55700      1.19e-01    1.43e-01      4.43e-04    9.97e-04      7.14e-02    8.54e-02    1.8e-06
  55800      1.22e-01    1.30e-01      1.05e-03    2.50e-03      7.29e-02    7.66e-02    1.8e-06
  55900      1.22e-01    1.18e-01      8.80e-04    1.66e-03      7.28e-02    7.02e-02    1.8e-06
  56000      1.16e-01    1.10e-01      8.64e-04    1.31e-03      6.95e-02    6.58e-02    1.8e-06
  56100      1.22e-01    1.09e-01      5.17e-04    1.57e-03      7.31e-02    6.47e-02    1.8e-06
  56200      1.15e-01    1.09e-01      4.56e-04    5.28e-04      6.92e-02    6.55e-02    1.8e-06
  56300      1.22e-01    1.12e-01      4.77e-04    6.12e-04      7.29e-02    6.72e-02    1.8e-06
  56400      1.24e-01    1.19e-01      1.16e-03    1.99e-03      7.40e-02    7.04e-02    1.8e-06
  56500      1.32e-01    1.20e-01      1.60e-03    1.24e-03      7.87e-02    7.17e-02    1.8e-06
  56600      1.08e-01    1.20e-01      8.39e-04    6.40e-04      6.46e-02    7.21e-02    1.8e-06
  56700      1.28e-01    1.46e-01      1.02e-03    4.19e-04      7.66e-02    8.77e-02    1.8e-06
  56800      1.20e-01    1.04e-01      9.40e-04    8.82e-05      7.15e-02    6.24e-02    1.8e-06
  56900      1.20e-01    1.14e-01      2.07e-03    2.32e-03      7.09e-02    6.71e-02    1.8e-06
  57000      1.17e-01    1.06e-01      7.65e-04    9.91e-05      7.01e-02    6.38e-02    1.8e-06
  57100      1.25e-01    1.20e-01      9.36e-04    8.41e-04      7.51e-02    7.17e-02    1.8e-06
  57200      1.28e-01    1.15e-01      1.64e-03    1.10e-04      7.62e-02    6.89e-02    1.8e-06
  57300      1.22e-01    1.16e-01      7.84e-04    1.94e-04      7.28e-02    6.97e-02    1.8e-06
  57400      1.15e-01    1.18e-01      1.44e-03    2.30e-04      6.82e-02    7.06e-02    1.8e-06
  57500      1.31e-01    1.26e-01      2.14e-03    1.21e-04      7.72e-02    7.57e-02    1.8e-06
  57600      1.21e-01    1.32e-01      1.13e-03    7.76e-04      7.21e-02    7.91e-02    1.8e-06
  57700      1.15e-01    1.27e-01      3.76e-04    7.32e-04      6.90e-02    7.64e-02    1.8e-06
  57800      1.28e-01    1.08e-01      9.41e-04    1.35e-04      7.68e-02    6.51e-02    1.8e-06
  57900      1.19e-01    1.24e-01      1.44e-03    2.27e-03      7.08e-02    7.35e-02    1.8e-06
  58000      1.19e-01    1.14e-01      5.30e-04    6.98e-04      7.15e-02    6.80e-02    1.8e-06
  58100      1.16e-01    1.28e-01      1.37e-03    1.92e-03      6.92e-02    7.61e-02    1.8e-06
  58200      1.15e-01    1.31e-01      8.44e-04    2.83e-04      6.85e-02    7.88e-02    1.8e-06
  58300      1.16e-01    1.16e-01      6.58e-04    3.42e-04      6.96e-02    6.94e-02    1.8e-06
  58400      1.25e-01    1.21e-01      1.46e-03    4.32e-04      7.42e-02    7.26e-02    1.8e-06
  58500      1.18e-01    1.19e-01      7.35e-04    7.50e-04      7.08e-02    7.12e-02    1.8e-06
  58600      1.16e-01    1.23e-01      9.39e-04    8.58e-04      6.91e-02    7.38e-02    1.8e-06
  58700      1.25e-01    1.05e-01      5.31e-04    7.58e-04      7.47e-02    6.28e-02    1.8e-06
  58800      1.21e-01    1.18e-01      1.27e-03    9.08e-04      7.16e-02    7.04e-02    1.8e-06
  58900      1.23e-01    1.10e-01      2.02e-03    1.58e-03      7.23e-02    6.56e-02    1.8e-06
  59000      1.13e-01    1.19e-01      1.48e-03    1.03e-03      6.71e-02    7.09e-02    1.8e-06
  59100      1.20e-01    1.09e-01      1.16e-03    7.60e-04      7.14e-02    6.52e-02    1.8e-06
  59200      1.27e-01    1.33e-01      1.25e-03    2.21e-03      7.58e-02    7.87e-02    1.8e-06
  59300      1.18e-01    1.19e-01      8.25e-04    4.70e-04      7.04e-02    7.16e-02    1.8e-06
  59400      1.22e-01    1.17e-01      1.30e-03    1.25e-05      7.30e-02    7.02e-02    1.8e-06
  59500      1.22e-01    1.35e-01      1.68e-03    3.11e-04      7.24e-02    8.11e-02    1.8e-06
  59600      1.23e-01    1.21e-01      3.65e-04    1.77e-03      7.38e-02    7.17e-02    1.8e-06
  59700      1.26e-01    1.05e-01      9.35e-04    1.48e-03      7.55e-02    6.27e-02    1.8e-06
  59800      1.22e-01    1.22e-01      2.11e-03    6.21e-04      7.21e-02    7.33e-02    1.8e-06
  59900      1.29e-01    1.08e-01      3.13e-03    2.97e-03      7.51e-02    6.24e-02    1.8e-06
  60000      1.00e-01    1.08e-01      6.51e-04    1.14e-03      7.09e-02    7.62e-02    1.0e-06
  60100      1.06e-01    1.02e-01      1.52e-03    7.80e-04      7.39e-02    7.20e-02    1.0e-06
  60200      9.86e-02    1.03e-01      1.56e-03    1.64e-03      6.88e-02    7.19e-02    1.0e-06
  60300      1.08e-01    1.09e-01      1.09e-03    1.01e-03      7.61e-02    7.68e-02    1.0e-06
  60400      1.11e-01    1.02e-01      1.73e-03    4.91e-06      7.75e-02    7.19e-02    1.0e-06
  60500      1.16e-01    9.43e-02      1.98e-03    3.28e-04      8.06e-02    6.67e-02    1.0e-06
  60600      1.18e-01    9.80e-02      1.52e-03    1.51e-04      8.25e-02    6.93e-02    1.0e-06
  60700      1.15e-01    9.31e-02      1.91e-03    4.11e-04      8.04e-02    6.58e-02    1.0e-06
  60800      1.09e-01    9.56e-02      1.81e-03    8.99e-05      7.61e-02    6.76e-02    1.0e-06
  60900      1.03e-01    1.04e-01      1.87e-03    7.29e-04      7.19e-02    7.37e-02    1.0e-06
  61000      9.63e-02    1.08e-01      8.80e-04    1.46e-03      6.78e-02    7.60e-02    1.0e-06
  61100      9.22e-02    9.69e-02      6.34e-04    3.95e-04      6.51e-02    6.84e-02    1.0e-06
  61200      9.93e-02    1.09e-01      3.10e-04    7.60e-04      7.02e-02    7.72e-02    1.0e-06
  61300      9.89e-02    1.05e-01      4.70e-04    9.96e-04      6.98e-02    7.39e-02    1.0e-06
  61400      1.04e-01    1.21e-01      7.51e-04    1.32e-03      7.32e-02    8.49e-02    1.0e-06
  61500      8.71e-02    8.59e-02      8.90e-04    4.92e-05      6.12e-02    6.07e-02    1.0e-06
  61600      1.08e-01    8.79e-02      3.25e-04    4.84e-05      7.67e-02    6.22e-02    1.0e-06
  61700      9.27e-02    1.01e-01      7.94e-04    1.33e-03      6.53e-02    7.11e-02    1.0e-06
  61800      1.09e-01    9.00e-02      3.01e-04    6.15e-04      7.67e-02    6.35e-02    1.0e-06
  61900      1.04e-01    9.20e-02      5.67e-04    8.02e-04      7.31e-02    6.49e-02    1.0e-06
  62000      9.18e-02    9.80e-02      1.02e-03    7.23e-04      6.45e-02    6.91e-02    1.0e-06
  62100      9.91e-02    9.95e-02      7.38e-04    6.87e-04      6.98e-02    7.02e-02    1.0e-06
  62200      1.03e-01    1.01e-01      7.21e-04    1.14e-03      7.26e-02    7.09e-02    1.0e-06
  62300      1.10e-01    1.10e-01      9.08e-04    9.46e-04      7.79e-02    7.77e-02    1.0e-06
  62400      1.15e-01    9.65e-02      2.82e-04    1.06e-03      8.14e-02    6.79e-02    1.0e-06
  62500      1.13e-01    8.58e-02      9.62e-04    1.35e-05      7.98e-02    6.07e-02    1.0e-06
  62600      1.10e-01    1.03e-01      1.72e-03    2.75e-05      7.65e-02    7.26e-02    1.0e-06
  62700      1.12e-01    1.06e-01      6.36e-04    1.41e-04      7.89e-02    7.51e-02    1.0e-06
  62800      9.76e-02    9.55e-02      8.35e-04    2.09e-04      6.87e-02    6.75e-02    1.0e-06
  62900      1.13e-01    9.93e-02      1.51e-03    2.88e-03      7.91e-02    6.74e-02    1.0e-06
  63000      9.07e-02    1.10e-01      1.67e-03    1.53e-03      6.31e-02    7.69e-02    1.0e-06
  63100      1.07e-01    1.02e-01      2.68e-04    2.67e-04      7.53e-02    7.24e-02    1.0e-06
  63200      1.03e-01    9.45e-02      6.99e-04    3.75e-04      7.28e-02    6.68e-02    1.0e-06
  63300      1.09e-01    1.11e-01      9.58e-04    1.44e-03      7.68e-02    7.78e-02    1.0e-06
  63400      1.04e-01    1.03e-01      2.79e-04    1.15e-03      7.37e-02    7.25e-02    1.0e-06
  63500      1.03e-01    1.04e-01      1.63e-04    5.72e-04      7.26e-02    7.35e-02    1.0e-06
  63600      1.02e-01    9.74e-02      6.38e-04    3.52e-04      7.22e-02    6.88e-02    1.0e-06
  63700      1.13e-01    1.00e-01      2.68e-04    1.56e-03      8.01e-02    7.02e-02    1.0e-06
  63800      1.10e-01    9.60e-02      1.17e-03    1.19e-03      7.74e-02    6.74e-02    1.0e-06
  63900      1.17e-01    1.19e-01      3.94e-03    1.71e-03      7.75e-02    8.35e-02    1.0e-06
  64000      1.05e-01    8.84e-02      4.12e-04    7.52e-04      7.39e-02    6.23e-02    1.0e-06
  64100      1.09e-01    1.08e-01      3.71e-04    4.46e-05      7.71e-02    7.64e-02    1.0e-06
  64200      9.68e-02    1.20e-01      9.06e-04    5.77e-04      6.81e-02    8.45e-02    1.0e-06
  64300      1.11e-01    9.46e-02      4.75e-04    2.09e-04      7.86e-02    6.69e-02    1.0e-06
  64400      1.09e-01    1.01e-01      1.14e-03    1.29e-04      7.65e-02    7.14e-02    1.0e-06
  64500      9.59e-02    1.09e-01      1.13e-03    1.44e-03      6.73e-02    7.65e-02    1.0e-06
  64600      1.08e-01    9.48e-02      9.83e-04    1.36e-03      7.62e-02    6.64e-02    1.0e-06
  64700      1.11e-01    9.82e-02      8.30e-04    2.59e-04      7.85e-02    6.94e-02    1.0e-06
  64800      1.06e-01    9.68e-02      4.65e-04    1.90e-03      7.46e-02    6.72e-02    1.0e-06
  64900      1.03e-01    1.18e-01      6.89e-04    2.26e-04      7.29e-02    8.36e-02    1.0e-06
  65000      9.54e-02    1.03e-01      4.32e-04    3.22e-04      7.63e-02    8.26e-02    5.6e-07
  65100      9.09e-02    9.02e-02      2.06e-04    9.63e-04      7.27e-02    7.18e-02    5.6e-07
  65200      7.97e-02    7.63e-02      1.37e-03    1.22e-03      6.27e-02    6.03e-02    5.6e-07
  65300      9.63e-02    9.59e-02      7.85e-04    7.39e-04      7.68e-02    7.66e-02    5.6e-07
  65400      9.41e-02    8.69e-02      1.24e-03    1.09e-03      7.46e-02    6.90e-02    5.6e-07
  65500      9.67e-02    9.42e-02      6.61e-04    5.17e-04      7.72e-02    7.52e-02    5.6e-07
  65600      9.45e-02    8.97e-02      1.48e-03    1.79e-03      7.46e-02    7.04e-02    5.6e-07
  65700      1.01e-01    8.67e-02      7.66e-04    4.89e-04      8.08e-02    6.93e-02    5.6e-07
  65800      9.08e-02    9.30e-02      3.09e-04    4.01e-04      7.26e-02    7.43e-02    5.6e-07
  65900      9.64e-02    9.47e-02      4.75e-04    3.16e-04      7.70e-02    7.57e-02    5.6e-07
  66000      8.77e-02    7.98e-02      8.25e-04    8.53e-04      6.96e-02    6.35e-02    5.6e-07
  66100      1.09e-01    9.55e-02      1.37e-03    2.61e-03      8.63e-02    7.36e-02    5.6e-07
  66200      8.80e-02    8.31e-02      1.44e-04    7.29e-04      7.04e-02    6.62e-02    5.6e-07
  66300      9.20e-02    8.71e-02      1.58e-03    4.55e-04      7.25e-02    6.96e-02    5.6e-07
  66400      9.41e-02    8.53e-02      1.43e-04    1.03e-03      7.53e-02    6.78e-02    5.6e-07
  66500      9.21e-02    8.74e-02      2.99e-04    1.80e-03      7.37e-02    6.85e-02    5.6e-07
  66600      8.97e-02    8.33e-02      7.80e-04    6.18e-04      7.13e-02    6.65e-02    5.6e-07
  66700      9.08e-02    7.95e-02      1.05e-03    4.80e-04      7.18e-02    6.35e-02    5.6e-07
  66800      8.94e-02    7.70e-02      8.99e-04    7.74e-04      7.12e-02    6.13e-02    5.6e-07
  66900      8.96e-02    8.33e-02      1.20e-03    1.12e-04      7.08e-02    6.66e-02    5.6e-07
  67000      1.01e-01    9.24e-02      5.78e-04    2.07e-03      8.06e-02    7.21e-02    5.6e-07
  67100      8.73e-02    9.71e-02      3.86e-04    1.43e-03      6.98e-02    7.69e-02    5.6e-07
  67200      9.58e-02    9.78e-02      1.07e-03    1.64e-03      7.57e-02    7.72e-02    5.6e-07
  67300      8.69e-02    8.72e-02      6.35e-04    7.52e-04      6.93e-02    6.95e-02    5.6e-07
  67400      8.37e-02    8.86e-02      1.16e-03    2.89e-04      6.63e-02    7.08e-02    5.6e-07
  67500      8.34e-02    8.18e-02      7.11e-04    1.49e-03      6.64e-02    6.44e-02    5.6e-07
  67600      9.99e-02    9.67e-02      4.45e-04    1.07e-04      7.98e-02    7.74e-02    5.6e-07
  67700      8.42e-02    8.55e-02      6.05e-04    7.84e-04      6.72e-02    6.82e-02    5.6e-07
  67800      9.01e-02    7.48e-02      2.48e-04    3.05e-04      7.20e-02    5.98e-02    5.6e-07
  67900      9.42e-02    8.65e-02      5.13e-04    1.09e-05      7.52e-02    6.92e-02    5.6e-07
  68000      1.03e-01    7.86e-02      5.25e-04    6.96e-04      8.26e-02    6.27e-02    5.6e-07
  68100      9.48e-02    8.88e-02      8.67e-04    5.34e-04      7.52e-02    7.09e-02    5.6e-07
  68200      9.38e-02    8.42e-02      6.64e-04    6.98e-05      7.48e-02    6.73e-02    5.6e-07
  68300      9.11e-02    8.47e-02      6.95e-04    3.73e-04      7.25e-02    6.77e-02    5.6e-07
  68400      9.25e-02    9.20e-02      6.00e-04    7.76e-04      7.38e-02    7.34e-02    5.6e-07
  68500      1.00e-01    1.06e-01      1.02e-03    2.76e-04      7.98e-02    8.48e-02    5.6e-07
  68600      1.00e-01    1.02e-01      4.71e-04    1.89e-03      8.01e-02    8.07e-02    5.6e-07
  68700      9.84e-02    7.48e-02      7.38e-04    4.09e-04      7.84e-02    5.98e-02    5.6e-07
  68800      8.99e-02    9.06e-02      4.88e-04    1.61e-03      7.18e-02    7.13e-02    5.6e-07
  68900      8.92e-02    8.60e-02      6.17e-04    1.06e-03      7.12e-02    6.83e-02    5.6e-07
  69000      9.75e-02    7.95e-02      5.05e-04    7.96e-04      7.79e-02    6.33e-02    5.6e-07
  69100      9.25e-02    7.83e-02      3.74e-04    5.24e-04      7.39e-02    6.25e-02    5.6e-07
  69200      9.36e-02    8.26e-02      3.91e-04    1.07e-03      7.47e-02    6.56e-02    5.6e-07
  69300      9.07e-02    8.55e-02      1.04e-03    1.45e-03      7.21e-02    6.74e-02    5.6e-07
  69400      8.45e-02    9.89e-02      6.23e-04    1.16e-03      6.74e-02    7.86e-02    5.6e-07
  69500      9.54e-02    7.80e-02      4.88e-04    4.90e-04      7.62e-02    6.23e-02    5.6e-07
  69600      8.80e-02    9.80e-02      4.95e-04    2.39e-04      7.03e-02    7.84e-02    5.6e-07
  69700      8.80e-02    7.43e-02      9.82e-04    9.02e-04      6.97e-02    5.90e-02    5.6e-07
  69800      9.60e-02    8.63e-02      1.58e-04    2.45e-04      7.68e-02    6.91e-02    5.6e-07
  69900      9.54e-02    8.31e-02      8.03e-04    1.06e-03      7.60e-02    6.60e-02    5.6e-07
  70000      8.57e-02    6.69e-02      2.80e-04    8.83e-05      7.47e-02    5.83e-02    3.2e-07
  70100      8.32e-02    7.69e-02      3.47e-04    3.24e-04      7.25e-02    6.70e-02    3.2e-07
  70200      7.66e-02    8.44e-02      4.03e-04    6.69e-04      6.66e-02    7.33e-02    3.2e-07
  70300      7.83e-02    8.20e-02      1.62e-03    1.94e-03      6.65e-02    6.95e-02    3.2e-07
  70400      8.09e-02    7.84e-02      6.03e-04    9.02e-04      7.03e-02    6.79e-02    3.2e-07
  70500      8.28e-02    7.00e-02      3.51e-04    8.96e-04      7.21e-02    6.06e-02    3.2e-07
  70600      7.22e-02    8.91e-02      8.45e-04    9.94e-04      6.23e-02    7.72e-02    3.2e-07
  70700      7.87e-02    8.35e-02      6.71e-04    3.12e-04      6.83e-02    7.27e-02    3.2e-07
  70800      7.91e-02    8.23e-02      3.60e-04    1.32e-03      6.88e-02    7.09e-02    3.2e-07
  70900      7.28e-02    8.41e-02      8.09e-04    6.53e-05      6.29e-02    7.33e-02    3.2e-07
  71000      7.58e-02    8.56e-02      3.93e-04    1.62e-04      6.60e-02    7.46e-02    3.2e-07
  71100      8.50e-02    7.83e-02      1.62e-03    1.19e-03      7.26e-02    6.75e-02    3.2e-07
  71200      7.36e-02    8.80e-02      1.53e-03    4.11e-04      6.27e-02    7.66e-02    3.2e-07
  71300      7.62e-02    8.84e-02      9.09e-04    1.42e-04      6.59e-02    7.71e-02    3.2e-07
  71400      8.43e-02    8.62e-02      3.87e-04    7.68e-04      7.34e-02    7.49e-02    3.2e-07
  71500      8.03e-02    7.78e-02      1.52e-04    1.51e-03      7.00e-02    6.66e-02    3.2e-07
  71600      8.08e-02    7.03e-02      1.28e-03    3.22e-04      6.95e-02    6.13e-02    3.2e-07
  71700      8.22e-02    8.26e-02      6.04e-04    1.09e-03      7.15e-02    7.14e-02    3.2e-07
  71800      8.14e-02    9.62e-02      6.65e-04    1.62e-03      7.05e-02    8.27e-02    3.2e-07
  71900      8.13e-02    7.51e-02      3.07e-04    1.57e-04      7.08e-02    6.54e-02    3.2e-07
  72000      8.20e-02    9.24e-02      1.13e-03    1.29e-03      7.02e-02    7.98e-02    3.2e-07
  72100      8.21e-02    8.97e-02      7.03e-04    2.25e-03      7.13e-02    7.58e-02    3.2e-07
  72200      8.09e-02    8.30e-02      1.89e-04    3.34e-04      7.05e-02    7.23e-02    3.2e-07
  72300      7.93e-02    9.27e-02      7.01e-04    1.04e-04      6.89e-02    8.08e-02    3.2e-07
  72400      7.87e-02    7.28e-02      6.82e-05    1.06e-03      6.86e-02    6.28e-02    3.2e-07
  72500      7.88e-02    8.30e-02      6.45e-04    4.81e-04      6.84e-02    7.22e-02    3.2e-07
  72600      8.10e-02    8.47e-02      4.16e-04    1.13e-03      7.05e-02    7.32e-02    3.2e-07
  72700      8.75e-02    7.07e-02      1.03e-03    6.75e-04      7.53e-02    6.14e-02    3.2e-07
  72800      8.56e-02    9.12e-02      5.88e-04    1.30e-03      7.44e-02    7.87e-02    3.2e-07
  72900      8.76e-02    8.58e-02      8.61e-04    3.17e-04      7.58e-02    7.47e-02    3.2e-07
  73000      7.98e-02    8.77e-02      6.52e-04    7.64e-04      6.92e-02    7.62e-02    3.2e-07
  73100      8.23e-02    7.99e-02      5.55e-04    2.95e-04      7.15e-02    6.96e-02    3.2e-07
  73200      7.86e-02    8.58e-02      1.56e-03    1.05e-04      6.72e-02    7.47e-02    3.2e-07
  73300      7.93e-02    8.92e-02      8.42e-04    7.39e-04      6.85e-02    7.75e-02    3.2e-07
  73400      8.34e-02    8.13e-02      8.39e-04    3.97e-04      7.23e-02    7.08e-02    3.2e-07
  73500      7.93e-02    7.22e-02      3.82e-04    5.68e-04      6.91e-02    6.28e-02    3.2e-07
  73600      7.95e-02    7.75e-02      8.69e-04    1.08e-03      6.85e-02    6.69e-02    3.2e-07
  73700      7.57e-02    8.13e-02      4.03e-04    1.65e-05      6.58e-02    7.09e-02    3.2e-07
  73800      8.50e-02    7.27e-02      1.48e-03    1.17e-03      7.27e-02    6.26e-02    3.2e-07
  73900      7.27e-02    7.98e-02      3.25e-04    4.63e-04      6.33e-02    6.94e-02    3.2e-07
  74000      8.15e-02    9.61e-02      3.36e-04    1.24e-04      7.10e-02    8.38e-02    3.2e-07
  74100      7.95e-02    7.74e-02      4.68e-04    7.26e-04      6.91e-02    6.72e-02    3.2e-07
  74200      8.35e-02    6.60e-02      5.16e-04    1.42e-03      7.26e-02    5.63e-02    3.2e-07
  74300      7.66e-02    9.31e-02      6.17e-04    5.30e-04      6.65e-02    8.10e-02    3.2e-07
  74400      7.62e-02    8.06e-02      7.25e-04    3.37e-04      6.60e-02    7.02e-02    3.2e-07
  74500      8.60e-02    7.66e-02      1.16e-03    8.67e-04      7.43e-02    6.64e-02    3.2e-07
  74600      8.52e-02    8.45e-02      3.83e-04    1.62e-04      7.42e-02    7.36e-02    3.2e-07
  74700      6.85e-02    8.06e-02      2.74e-04    2.96e-04      5.96e-02    7.02e-02    3.2e-07
  74800      7.83e-02    8.07e-02      8.02e-04    6.35e-05      6.78e-02    7.03e-02    3.2e-07
  74900      8.06e-02    8.13e-02      1.11e-03    3.06e-04      6.95e-02    7.08e-02    3.2e-07
  75000      7.17e-02    8.03e-02      6.72e-04    2.17e-04      6.55e-02    7.40e-02    1.8e-07
  75100      7.85e-02    7.04e-02      4.69e-04    1.21e-04      7.22e-02    6.49e-02    1.8e-07
  75200      7.43e-02    7.92e-02      4.73e-04    3.21e-05      6.84e-02    7.30e-02    1.8e-07
  75300      7.19e-02    7.79e-02      4.02e-04    1.62e-04      6.62e-02    7.18e-02    1.8e-07
  75400      7.91e-02    8.01e-02      5.63e-04    1.19e-03      7.25e-02    7.30e-02    1.8e-07
  75500      7.55e-02    7.80e-02      7.08e-04    6.87e-04      6.91e-02    7.16e-02    1.8e-07
  75600      7.85e-02    8.06e-02      6.25e-04    1.06e-03      7.20e-02    7.37e-02    1.8e-07
  75700      7.25e-02    7.53e-02      3.84e-04    1.59e-03      6.67e-02    6.78e-02    1.8e-07
  75800      7.65e-02    8.46e-02      4.18e-04    1.65e-03      7.04e-02    7.66e-02    1.8e-07
  75900      7.51e-02    8.95e-02      1.63e-03    2.38e-04      6.75e-02    8.24e-02    1.8e-07
  76000      7.52e-02    7.11e-02      9.71e-04    8.35e-04      6.88e-02    6.51e-02    1.8e-07
  76100      8.79e-02    7.85e-02      1.11e-03    9.37e-04      8.03e-02    7.19e-02    1.8e-07
  76200      8.04e-02    7.66e-02      9.19e-04    3.21e-04      7.36e-02    7.05e-02    1.8e-07
  76300      7.83e-02    7.43e-02      6.01e-04    4.63e-04      7.19e-02    6.83e-02    1.8e-07
  76400      7.39e-02    7.50e-02      4.36e-04    1.05e-03      6.79e-02    6.84e-02    1.8e-07
  76500      7.20e-02    7.32e-02      7.77e-04    1.53e-04      6.60e-02    6.74e-02    1.8e-07
  76600      7.65e-02    6.84e-02      1.09e-03    4.40e-04      6.96e-02    6.29e-02    1.8e-07
  76700      7.51e-02    8.20e-02      8.99e-04    2.45e-04      6.84e-02    7.55e-02    1.8e-07
  76800      7.23e-02    8.42e-02      1.31e-03    8.58e-04      6.56e-02    7.72e-02    1.8e-07
  76900      7.38e-02    6.52e-02      6.68e-04    1.47e-03      6.76e-02    5.86e-02    1.8e-07
  77000      7.91e-02    7.26e-02      8.67e-04    9.05e-05      7.23e-02    6.69e-02    1.8e-07
  77100      7.98e-02    8.06e-02      1.33e-03    3.76e-04      7.24e-02    7.42e-02    1.8e-07
  77200      7.75e-02    7.37e-02      1.04e-03    1.61e-04      7.06e-02    6.79e-02    1.8e-07
  77300      7.76e-02    7.34e-02      1.50e-03    3.03e-04      7.02e-02    6.76e-02    1.8e-07
  77400      7.41e-02    8.19e-02      8.56e-04    1.26e-03      6.76e-02    7.46e-02    1.8e-07
  77500      8.03e-02    7.78e-02      9.04e-04    1.46e-03      7.31e-02    7.05e-02    1.8e-07
  77600      8.02e-02    7.51e-02      1.55e-03    9.58e-04      7.21e-02    6.86e-02    1.8e-07
  77700      7.51e-02    7.76e-02      5.43e-04    8.60e-04      6.90e-02    7.11e-02    1.8e-07
  77800      7.57e-02    8.49e-02      7.45e-04    3.97e-04      6.94e-02    7.81e-02    1.8e-07
  77900      7.47e-02    6.80e-02      6.97e-04    4.63e-04      6.84e-02    6.25e-02    1.8e-07
  78000      7.71e-02    7.59e-02      1.03e-03    4.08e-04      7.03e-02    6.99e-02    1.8e-07
  78100      7.27e-02    8.07e-02      7.45e-04    8.36e-04      6.65e-02    7.40e-02    1.8e-07
  78200      7.69e-02    7.61e-02      1.29e-03    8.81e-04      6.94e-02    6.96e-02    1.8e-07
  78300      8.63e-02    7.50e-02      1.42e-03    1.06e-04      7.84e-02    6.91e-02    1.8e-07
  78400      7.93e-02    8.09e-02      9.10e-04    1.34e-03      7.26e-02    7.35e-02    1.8e-07
