#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 340000      3.59e-02    3.70e-02      6.52e-04    9.18e-05      3.43e-02    3.60e-02    5.6e-08
 340100      3.65e-02    3.43e-02      3.82e-04    6.25e-04      3.53e-02    3.28e-02    5.6e-08
 340200      3.86e-02    3.39e-02      6.50e-05    2.75e-05      3.76e-02    3.29e-02    5.6e-08
 340300      3.64e-02    3.18e-02      4.04e-04    2.43e-04      3.52e-02    3.09e-02    5.6e-08
 340400      3.63e-02    3.50e-02      3.46e-04    5.91e-04      3.51e-02    3.35e-02    5.6e-08
 340500      3.87e-02    3.28e-02      3.39e-04    2.07e-04      3.75e-02    3.18e-02    5.6e-08
 340600      3.43e-02    4.01e-02      2.24e-04    9.26e-05      3.33e-02    3.90e-02    5.6e-08
 340700      3.73e-02    3.52e-02      2.40e-04    7.46e-05      3.61e-02    3.42e-02    5.6e-08
 340800      3.70e-02    3.17e-02      4.43e-04    2.18e-04      3.57e-02    3.08e-02    5.6e-08
 340900      3.37e-02    3.13e-02      4.23e-04    1.78e-04      3.25e-02    3.04e-02    5.6e-08
 341000      3.50e-02    3.11e-02      2.08e-04    6.18e-04      3.40e-02    2.97e-02    5.6e-08
 341100      3.79e-02    3.39e-02      2.89e-04    3.46e-04      3.67e-02    3.29e-02    5.6e-08
 341200      3.48e-02    2.89e-02      2.16e-04    3.62e-06      3.37e-02    2.82e-02    5.6e-08
 341300      3.63e-02    3.58e-02      4.55e-04    2.51e-04      3.49e-02    3.47e-02    5.6e-08
 341400      3.73e-02    3.25e-02      3.35e-04    2.94e-05      3.60e-02    3.16e-02    5.6e-08
 341500      3.24e-02    3.53e-02      2.51e-04    9.42e-04      3.13e-02    3.32e-02    5.6e-08
 341600      3.24e-02    3.36e-02      1.19e-04    4.03e-04      3.14e-02    3.24e-02    5.6e-08
 341700      3.47e-02    3.37e-02      4.35e-04    1.51e-04      3.34e-02    3.27e-02    5.6e-08
 341800      3.56e-02    3.66e-02      1.68e-04    2.77e-04      3.46e-02    3.55e-02    5.6e-08
 341900      3.61e-02    3.67e-02      5.06e-04    4.89e-04      3.47e-02    3.54e-02    5.6e-08
 342000      3.36e-02    3.17e-02      1.66e-04    1.66e-04      3.27e-02    3.08e-02    5.6e-08
 342100      4.21e-02    3.47e-02      2.80e-04    1.60e-04      4.08e-02    3.38e-02    5.6e-08
 342200      3.99e-02    3.77e-02      3.50e-04    1.98e-05      3.86e-02    3.67e-02    5.6e-08
 342300      4.08e-02    3.37e-02      3.59e-04    2.42e-04      3.95e-02    3.27e-02    5.6e-08
 342400      3.65e-02    3.67e-02      2.35e-04    4.46e-05      3.54e-02    3.57e-02    5.6e-08
 342500      3.60e-02    3.60e-02      2.36e-04    2.75e-04      3.49e-02    3.49e-02    5.6e-08
 342600      3.85e-02    3.30e-02      3.23e-04    2.70e-04      3.73e-02    3.20e-02    5.6e-08
 342700      3.35e-02    3.91e-02      2.62e-04    1.29e-04      3.25e-02    3.80e-02    5.6e-08
 342800      3.90e-02    4.01e-02      1.96e-04    1.59e-04      3.79e-02    3.90e-02    5.6e-08
 342900      3.52e-02    3.41e-02      1.60e-04    3.48e-04      3.42e-02    3.30e-02    5.6e-08
 343000      3.57e-02    3.18e-02      2.62e-04    1.12e-04      3.46e-02    3.09e-02    5.6e-08
 343100      3.71e-02    3.98e-02      2.84e-04    3.01e-04      3.60e-02    3.86e-02    5.6e-08
 343200      3.38e-02    3.40e-02      4.53e-04    2.09e-05      3.26e-02    3.31e-02    5.6e-08
 343300      3.74e-02    3.72e-02      2.80e-04    3.37e-04      3.62e-02    3.60e-02    5.6e-08
 343400      3.91e-02    3.72e-02      1.50e-04    1.96e-04      3.80e-02    3.62e-02    5.6e-08
 343500      4.52e-02    3.42e-02      3.78e-04    2.22e-04      4.38e-02    3.32e-02    5.6e-08
 343600      3.88e-02    3.45e-02      5.02e-04    2.92e-05      3.74e-02    3.35e-02    5.6e-08
 343700      3.54e-02    3.62e-02      4.87e-04    1.96e-04      3.41e-02    3.52e-02    5.6e-08
 343800      3.59e-02    3.55e-02      3.66e-04    1.60e-04      3.47e-02    3.45e-02    5.6e-08
 343900      3.89e-02    3.28e-02      3.12e-04    8.93e-05      3.77e-02    3.19e-02    5.6e-08
 344000      3.57e-02    3.24e-02      6.25e-04    1.11e-04      3.41e-02    3.15e-02    5.6e-08
 344100      4.18e-02    3.39e-02      6.76e-04    2.42e-04      4.00e-02    3.29e-02    5.6e-08
 344200      3.48e-02    3.50e-02      2.08e-04    9.22e-04      3.38e-02    3.29e-02    5.6e-08
 344300      3.44e-02    3.73e-02      1.79e-04    1.45e-04      3.34e-02    3.63e-02    5.6e-08
 344400      3.73e-02    4.03e-02      3.89e-04    6.78e-04      3.59e-02    3.87e-02    5.6e-08
 344500      3.77e-02    3.21e-02      2.45e-04    3.17e-04      3.66e-02    3.11e-02    5.6e-08
 344600      3.66e-02    3.36e-02      4.22e-04    2.21e-04      3.53e-02    3.26e-02    5.6e-08
 344700      3.89e-02    3.56e-02      3.20e-04    5.82e-04      3.77e-02    3.42e-02    5.6e-08
 344800      3.65e-02    3.04e-02      2.43e-04    2.58e-04      3.54e-02    2.95e-02    5.6e-08
 344900      3.66e-02    3.10e-02      5.10e-04    3.27e-04      3.52e-02    3.00e-02    5.6e-08
 345000      3.67e-02    3.38e-02      4.97e-04    4.69e-04      3.54e-02    3.27e-02    4.9e-08
 345100      3.35e-02    3.68e-02      6.00e-04    2.46e-04      3.22e-02    3.59e-02    4.9e-08
 345200      3.40e-02    4.17e-02      4.26e-04    4.94e-04      3.29e-02    4.05e-02    4.9e-08
 345300      3.59e-02    3.22e-02      2.61e-04    4.05e-04      3.49e-02    3.12e-02    4.9e-08
 345400      3.78e-02    4.27e-02      3.83e-04    7.02e-05      3.67e-02    4.17e-02    4.9e-08
 345500      3.69e-02    3.74e-02      1.80e-04    1.82e-04      3.59e-02    3.65e-02    4.9e-08
 345600      3.43e-02    3.19e-02      3.62e-04    1.17e-04      3.32e-02    3.11e-02    4.9e-08
 345700      3.79e-02    3.38e-02      5.14e-04    9.31e-05      3.66e-02    3.30e-02    4.9e-08
 345800      3.57e-02    2.85e-02      6.33e-04    1.27e-04      3.43e-02    2.79e-02    4.9e-08
 345900      3.92e-02    3.50e-02      3.88e-04    3.75e-04      3.81e-02    3.39e-02    4.9e-08
 346000      3.83e-02    3.48e-02      6.24e-04    6.03e-04      3.69e-02    3.35e-02    4.9e-08
 346100      4.09e-02    2.97e-02      3.41e-04    5.59e-04      3.98e-02    2.85e-02    4.9e-08
 346200      3.69e-02    3.90e-02      2.80e-04    1.77e-04      3.58e-02    3.81e-02    4.9e-08
 346300      3.16e-02    3.72e-02      1.43e-04    1.17e-05      3.08e-02    3.63e-02    4.9e-08
 346400      3.31e-02    3.25e-02      4.58e-04    1.75e-04      3.20e-02    3.17e-02    4.9e-08
 346500      3.66e-02    3.20e-02      4.19e-04    1.46e-04      3.54e-02    3.12e-02    4.9e-08
 346600      3.79e-02    3.15e-02      3.63e-04    2.60e-04      3.67e-02    3.07e-02    4.9e-08
 346700      3.42e-02    3.33e-02      1.45e-04    1.04e-04      3.33e-02    3.25e-02    4.9e-08
 346800      3.45e-02    3.72e-02      5.00e-04    3.71e-04      3.34e-02    3.61e-02    4.9e-08
 346900      3.35e-02    2.96e-02      7.92e-04    2.99e-04      3.18e-02    2.88e-02    4.9e-08
 347000      3.42e-02    3.58e-02      9.50e-05    4.31e-04      3.34e-02    3.47e-02    4.9e-08
 347100      3.53e-02    3.59e-02      2.86e-04    1.42e-04      3.43e-02    3.51e-02    4.9e-08
 347200      3.37e-02    3.71e-02      1.82e-04    2.71e-06      3.28e-02    3.63e-02    4.9e-08
 347300      3.47e-02    3.60e-02      1.68e-04    1.45e-04      3.39e-02    3.51e-02    4.9e-08
 347400      3.93e-02    3.27e-02      4.46e-04    1.67e-04      3.81e-02    3.19e-02    4.9e-08
 347500      3.54e-02    3.48e-02      4.02e-04    7.14e-04      3.43e-02    3.33e-02    4.9e-08
 347600      3.45e-02    2.96e-02      4.05e-04    6.95e-05      3.34e-02    2.89e-02    4.9e-08
 347700      3.76e-02    3.38e-02      6.38e-04    3.70e-05      3.61e-02    3.30e-02    4.9e-08
 347800      3.51e-02    3.37e-02      2.54e-04    3.79e-04      3.42e-02    3.27e-02    4.9e-08
 347900      3.57e-02    3.14e-02      4.39e-04    5.04e-04      3.45e-02    3.03e-02    4.9e-08
 348000      3.69e-02    3.81e-02      2.84e-04    6.64e-04      3.59e-02    3.67e-02    4.9e-08
 348100      3.59e-02    3.46e-02      2.61e-04    5.91e-04      3.49e-02    3.33e-02    4.9e-08
 348200      3.19e-02    4.06e-02      2.04e-04    4.81e-04      3.11e-02    3.93e-02    4.9e-08
 348300      3.63e-02    3.14e-02      1.86e-04    5.29e-04      3.54e-02    3.02e-02    4.9e-08
 348400      3.43e-02    3.79e-02      2.78e-04    7.41e-04      3.34e-02    3.63e-02    4.9e-08
 348500      3.43e-02    3.23e-02      5.33e-04    1.20e-04      3.29e-02    3.15e-02    4.9e-08
 348600      3.50e-02    3.49e-02      2.80e-04    3.13e-04      3.41e-02    3.39e-02    4.9e-08
 348700      3.53e-02    3.73e-02      2.61e-04    3.03e-04      3.42e-02    3.63e-02    4.9e-08
 348800      4.08e-02    3.02e-02      4.80e-04    4.90e-04      3.95e-02    2.92e-02    4.9e-08
 348900      3.57e-02    4.07e-02      6.12e-04    4.83e-04      3.43e-02    3.95e-02    4.9e-08
 349000      3.33e-02    4.03e-02      1.89e-04    4.03e-04      3.24e-02    3.92e-02    4.9e-08
 349100      3.44e-02    3.49e-02      1.26e-05    6.25e-04      3.36e-02    3.36e-02    4.9e-08
 349200      3.29e-02    3.03e-02      2.50e-04    1.56e-04      3.20e-02    2.95e-02    4.9e-08
 349300      3.41e-02    3.80e-02      3.51e-04    1.14e-03      3.30e-02    3.55e-02    4.9e-08
 349400      3.60e-02    3.35e-02      4.93e-04    5.28e-05      3.48e-02    3.27e-02    4.9e-08
 349500      3.43e-02    3.06e-02      4.22e-04    2.29e-04      3.32e-02    2.98e-02    4.9e-08
 349600      3.84e-02    3.19e-02      6.07e-04    8.43e-05      3.70e-02    3.11e-02    4.9e-08
 349700      3.32e-02    4.29e-02      3.78e-04    1.52e-05      3.22e-02    4.19e-02    4.9e-08
 349800      3.81e-02    3.63e-02      5.72e-04    2.10e-04      3.65e-02    3.54e-02    4.9e-08
 349900      3.39e-02    3.30e-02      4.54e-04    2.72e-04      3.28e-02    3.22e-02    4.9e-08
 350000      3.59e-02    3.86e-02      6.44e-04    7.26e-05      3.45e-02    3.78e-02    4.2e-08
 350100      3.64e-02    3.33e-02      3.55e-04    4.83e-06      3.53e-02    3.26e-02    4.2e-08
 350200      3.43e-02    3.41e-02      2.32e-04    2.52e-04      3.35e-02    3.33e-02    4.2e-08
 350300      3.46e-02    3.91e-02      4.49e-04    5.54e-04      3.35e-02    3.80e-02    4.2e-08
 350400      3.46e-02    3.50e-02      3.97e-04    2.04e-04      3.37e-02    3.42e-02    4.2e-08
 350500      3.44e-02    3.13e-02      4.76e-04    8.04e-05      3.32e-02    3.07e-02    4.2e-08
 350600      3.68e-02    2.77e-02      3.72e-04    2.40e-04      3.57e-02    2.70e-02    4.2e-08
 350700      3.64e-02    3.39e-02      3.92e-04    3.70e-04      3.54e-02    3.31e-02    4.2e-08
 350800      3.67e-02    3.85e-02      2.30e-04    2.08e-04      3.59e-02    3.76e-02    4.2e-08
 350900      3.67e-02    3.73e-02      6.24e-04    1.35e-04      3.54e-02    3.65e-02    4.2e-08
 351000      3.70e-02    3.64e-02      2.33e-04    3.82e-04      3.61e-02    3.54e-02    4.2e-08
 351100      3.42e-02    3.17e-02      1.54e-04    2.34e-05      3.34e-02    3.11e-02    4.2e-08
 351200      3.41e-02    3.29e-02      3.61e-04    3.29e-04      3.31e-02    3.21e-02    4.2e-08
 351300      3.24e-02    3.49e-02      2.89e-04    1.85e-04      3.16e-02    3.42e-02    4.2e-08
 351400      3.79e-02    3.10e-02      5.35e-04    9.51e-07      3.66e-02    3.04e-02    4.2e-08
 351500      3.65e-02    4.22e-02      6.52e-04    3.44e-04      3.49e-02    4.12e-02    4.2e-08
 351600      3.63e-02    4.15e-02      6.01e-04    4.34e-04      3.51e-02    4.05e-02    4.2e-08
 351700      3.62e-02    3.27e-02      4.48e-04    1.56e-04      3.51e-02    3.20e-02    4.2e-08
 351800      3.54e-02    3.60e-02      4.36e-04    5.70e-04      3.45e-02    3.48e-02    4.2e-08
 351900      3.53e-02    3.31e-02      3.91e-04    2.65e-04      3.43e-02    3.23e-02    4.2e-08
 352000      3.48e-02    3.11e-02      3.09e-04    2.00e-04      3.39e-02    3.04e-02    4.2e-08
 352100      3.88e-02    3.28e-02      4.70e-04    1.63e-04      3.77e-02    3.21e-02    4.2e-08
 352200      3.24e-02    3.58e-02      2.48e-04    5.46e-04      3.16e-02    3.47e-02    4.2e-08
 352300      3.46e-02    2.97e-02      5.69e-04    1.21e-04      3.32e-02    2.91e-02    4.2e-08
 352400      3.37e-02    3.68e-02      5.61e-04    3.05e-04      3.25e-02    3.59e-02    4.2e-08
 352500      3.62e-02    3.60e-02      3.78e-04    1.52e-04      3.52e-02    3.52e-02    4.2e-08
 352600      3.56e-02    3.34e-02      3.46e-04    1.98e-04      3.47e-02    3.26e-02    4.2e-08
 352700      3.66e-02    4.24e-02      6.07e-04    6.51e-04      3.52e-02    4.11e-02    4.2e-08
 352800      3.47e-02    3.83e-02      5.34e-04    8.13e-05      3.36e-02    3.75e-02    4.2e-08
 352900      3.24e-02    3.41e-02      2.23e-04    2.22e-04      3.17e-02    3.33e-02    4.2e-08
 353000      3.55e-02    3.22e-02      3.52e-04    9.34e-05      3.45e-02    3.15e-02    4.2e-08
 353100      3.40e-02    3.29e-02      1.93e-04    2.23e-04      3.32e-02    3.21e-02    4.2e-08
 353200      3.32e-02    4.60e-02      1.57e-04    6.43e-04      3.25e-02    4.46e-02    4.2e-08
 353300      3.61e-02    3.96e-02      3.43e-04    6.34e-04      3.52e-02    3.83e-02    4.2e-08
 353400      3.38e-02    3.29e-02      4.03e-04    1.21e-04      3.29e-02    3.22e-02    4.2e-08
 353500      3.41e-02    3.70e-02      4.46e-04    2.77e-04      3.31e-02    3.61e-02    4.2e-08
 353600      3.44e-02    4.05e-02      4.01e-04    5.50e-04      3.34e-02    3.93e-02    4.2e-08
 353700      3.81e-02    4.03e-02      7.34e-04    4.44e-04      3.65e-02    3.93e-02    4.2e-08
 353800      3.42e-02    3.41e-02      4.42e-04    2.39e-04      3.32e-02    3.34e-02    4.2e-08
 353900      3.36e-02    3.73e-02      3.85e-04    3.77e-05      3.26e-02    3.66e-02    4.2e-08
 354000      3.61e-02    3.37e-02      6.23e-04    1.18e-04      3.46e-02    3.30e-02    4.2e-08
 354100      3.34e-02    3.64e-02      2.98e-04    6.20e-04      3.25e-02    3.51e-02    4.2e-08
 354200      3.67e-02    3.11e-02      3.00e-04    9.98e-05      3.58e-02    3.04e-02    4.2e-08
 354300      3.23e-02    3.68e-02      9.66e-05    2.28e-04      3.17e-02    3.59e-02    4.2e-08
 354400      3.40e-02    3.30e-02      2.66e-04    8.59e-05      3.32e-02    3.23e-02    4.2e-08
 354500      3.47e-02    3.97e-02      3.22e-04    5.60e-04      3.38e-02    3.85e-02    4.2e-08
 354600      3.64e-02    3.97e-02      4.13e-04    4.33e-04      3.53e-02    3.87e-02    4.2e-08
 354700      3.26e-02    3.49e-02      1.56e-04    7.06e-04      3.18e-02    3.35e-02    4.2e-08
 354800      3.48e-02    3.82e-02      1.79e-04    5.47e-04      3.41e-02    3.70e-02    4.2e-08
 354900      3.26e-02    3.45e-02      2.18e-04    3.53e-04      3.18e-02    3.36e-02    4.2e-08
 355000      3.34e-02    3.12e-02      4.36e-04    1.27e-04      3.25e-02    3.06e-02    3.7e-08
 355100      3.14e-02    2.94e-02      2.63e-04    3.26e-04      3.07e-02    2.87e-02    3.7e-08
 355200      3.39e-02    4.26e-02      2.33e-04    9.37e-05      3.32e-02    4.18e-02    3.7e-08
 355300      3.48e-02    3.33e-02      3.02e-04    1.37e-04      3.41e-02    3.27e-02    3.7e-08
 355400      3.51e-02    3.24e-02      3.26e-04    2.13e-04      3.43e-02    3.18e-02    3.7e-08
 355500      3.28e-02    3.33e-02      3.52e-04    7.32e-05      3.20e-02    3.27e-02    3.7e-08
 355600      3.29e-02    3.66e-02      3.83e-04    1.10e-03      3.21e-02    3.44e-02    3.7e-08
 355700      3.37e-02    3.03e-02      1.24e-04    5.05e-05      3.31e-02    2.97e-02    3.7e-08
 355800      3.31e-02    3.78e-02      1.23e-04    6.23e-05      3.24e-02    3.71e-02    3.7e-08
 355900      3.28e-02    3.65e-02      1.84e-04    4.94e-04      3.21e-02    3.56e-02    3.7e-08
 356000      3.18e-02    3.94e-02      1.13e-04    4.63e-04      3.12e-02    3.84e-02    3.7e-08
 356100      3.23e-02    3.42e-02      1.95e-04    2.77e-04      3.17e-02    3.35e-02    3.7e-08
 356200      3.28e-02    2.76e-02      1.55e-04    5.37e-04      3.22e-02    2.66e-02    3.7e-08
 356300      3.01e-02    4.02e-02      4.17e-04    8.62e-04      2.92e-02    3.87e-02    3.7e-08
 356400      3.34e-02    3.81e-02      3.77e-04    3.50e-04      3.26e-02    3.73e-02    3.7e-08
 356500      3.66e-02    4.01e-02      5.62e-04    2.57e-04      3.56e-02    3.93e-02    3.7e-08
 356600      3.29e-02    3.48e-02      1.03e-04    4.73e-04      3.23e-02    3.38e-02    3.7e-08
 356700      3.14e-02    3.74e-02      2.59e-04    2.57e-04      3.07e-02    3.67e-02    3.7e-08
 356800      3.28e-02    3.46e-02      1.03e-04    6.81e-05      3.22e-02    3.40e-02    3.7e-08
 356900      3.15e-02    3.56e-02      1.94e-04    3.59e-04      3.09e-02    3.48e-02    3.7e-08
 357000      3.62e-02    3.47e-02      3.63e-04    9.21e-04      3.53e-02    3.29e-02    3.7e-08
 357100      3.29e-02    3.11e-02      2.01e-04    4.49e-04      3.22e-02    3.02e-02    3.7e-08
 357200      3.13e-02    3.95e-02      2.37e-04    2.13e-04      3.07e-02    3.87e-02    3.7e-08
 357300      3.52e-02    3.87e-02      3.72e-04    3.17e-04      3.44e-02    3.79e-02    3.7e-08
 357400      3.46e-02    4.47e-02      6.99e-04    3.67e-04      3.33e-02    4.38e-02    3.7e-08
 357500      3.36e-02    3.24e-02      1.05e-04    2.94e-05      3.30e-02    3.18e-02    3.7e-08
 357600      3.32e-02    2.97e-02      1.13e-04    8.36e-05      3.26e-02    2.92e-02    3.7e-08
 357700      3.34e-02    3.84e-02      2.27e-04    5.78e-05      3.27e-02    3.77e-02    3.7e-08
 357800      3.08e-02    3.68e-02      1.59e-04    3.55e-04      3.02e-02    3.59e-02    3.7e-08
 357900      3.03e-02    2.85e-02      2.53e-04    3.36e-05      2.96e-02    2.80e-02    3.7e-08
 358000      3.26e-02    2.90e-02      2.67e-04    1.35e-04      3.19e-02    2.85e-02    3.7e-08
 358100      3.46e-02    3.31e-02      5.13e-04    4.22e-04      3.36e-02    3.22e-02    3.7e-08
 358200      3.79e-02    3.57e-02      5.39e-04    3.17e-04      3.68e-02    3.50e-02    3.7e-08
 358300      3.38e-02    3.62e-02      3.02e-04    2.52e-04      3.30e-02    3.54e-02    3.7e-08
 358400      3.42e-02    3.19e-02      3.54e-04    1.33e-04      3.34e-02    3.13e-02    3.7e-08
 358500      3.17e-02    3.32e-02      3.40e-04    3.98e-04      3.09e-02    3.23e-02    3.7e-08
 358600      3.50e-02    3.28e-02      2.97e-04    2.86e-04      3.43e-02    3.21e-02    3.7e-08
 358700      3.44e-02    3.03e-02      2.33e-04    2.81e-04      3.37e-02    2.97e-02    3.7e-08
 358800      3.29e-02    3.90e-02      2.86e-04    9.64e-05      3.21e-02    3.83e-02    3.7e-08
 358900      3.32e-02    3.42e-02      2.74e-04    3.17e-04      3.24e-02    3.34e-02    3.7e-08
 359000      3.24e-02    3.61e-02      2.89e-04    9.44e-05      3.17e-02    3.54e-02    3.7e-08
 359100      3.35e-02    3.54e-02      3.55e-04    9.66e-05      3.27e-02    3.47e-02    3.7e-08
 359200      3.57e-02    3.52e-02      4.66e-04    4.62e-04      3.47e-02    3.43e-02    3.7e-08
 359300      3.17e-02    3.32e-02      1.57e-04    3.05e-04      3.11e-02    3.24e-02    3.7e-08
 359400      3.61e-02    3.16e-02      2.50e-04    1.05e-04      3.53e-02    3.10e-02    3.7e-08
 359500      3.11e-02    3.27e-02      1.69e-04    2.75e-04      3.05e-02    3.20e-02    3.7e-08
 359600      3.29e-02    3.05e-02      2.68e-04    5.30e-05      3.22e-02    3.00e-02    3.7e-08
 359700      3.28e-02    4.04e-02      2.08e-04    3.48e-04      3.21e-02    3.96e-02    3.7e-08
 359800      3.31e-02    4.01e-02      3.01e-04    3.30e-04      3.24e-02    3.93e-02    3.7e-08
 359900      3.70e-02    4.01e-02      4.77e-04    2.78e-04      3.59e-02    3.93e-02    3.7e-08
 360000      3.60e-02    3.45e-02      6.59e-04    1.79e-04      3.48e-02    3.39e-02    3.2e-08
 360100      3.54e-02    3.56e-02      4.40e-04    2.16e-04      3.45e-02    3.50e-02    3.2e-08
 360200      3.20e-02    3.84e-02      2.04e-04    1.01e-03      3.14e-02    3.66e-02    3.2e-08
 360300      3.28e-02    3.34e-02      2.92e-04    4.23e-04      3.22e-02    3.26e-02    3.2e-08
 360400      3.69e-02    3.10e-02      3.85e-04    6.36e-05      3.61e-02    3.06e-02    3.2e-08
 360500      3.21e-02    3.40e-02      2.96e-04    1.77e-05      3.14e-02    3.35e-02    3.2e-08
 360600      3.69e-02    3.33e-02      6.15e-04    3.53e-05      3.56e-02    3.28e-02    3.2e-08
 360700      3.24e-02    3.54e-02      5.37e-04    3.04e-04      3.15e-02    3.48e-02    3.2e-08
 360800      3.32e-02    3.50e-02      3.61e-04    5.87e-04      3.25e-02    3.40e-02    3.2e-08
 360900      3.44e-02    3.36e-02      1.28e-04    4.94e-05      3.39e-02    3.31e-02    3.2e-08
 361000      4.00e-02    3.34e-02      9.32e-04    1.03e-04      3.83e-02    3.29e-02    3.2e-08
 361100      3.16e-02    3.85e-02      2.76e-04    1.02e-03      3.09e-02    3.66e-02    3.2e-08
 361200      3.55e-02    3.25e-02      3.42e-04    2.88e-04      3.47e-02    3.18e-02    3.2e-08
 361300      3.31e-02    3.07e-02      2.51e-04    3.92e-04      3.25e-02    3.00e-02    3.2e-08
 361400      3.41e-02    3.47e-02      2.21e-04    4.25e-04      3.34e-02    3.40e-02    3.2e-08
 361500      3.34e-02    2.98e-02      3.02e-04    2.87e-04      3.28e-02    2.93e-02    3.2e-08
 361600      3.38e-02    3.56e-02      4.47e-04    2.25e-04      3.29e-02    3.49e-02    3.2e-08
 361700      3.68e-02    3.04e-02      5.44e-04    9.54e-05      3.57e-02    3.00e-02    3.2e-08
 361800      3.34e-02    3.62e-02      2.53e-04    1.64e-04      3.27e-02    3.56e-02    3.2e-08
 361900      3.54e-02    3.16e-02      8.00e-04    1.86e-04      3.39e-02    3.11e-02    3.2e-08
 362000      3.68e-02    3.52e-02      7.40e-04    9.61e-05      3.55e-02    3.47e-02    3.2e-08
 362100      3.35e-02    3.23e-02      3.15e-04    1.65e-05      3.27e-02    3.18e-02    3.2e-08
 362200      3.32e-02    3.48e-02      2.23e-04    6.08e-05      3.26e-02    3.42e-02    3.2e-08
 362300      3.24e-02    4.80e-02      1.75e-04    7.92e-04      3.18e-02    4.66e-02    3.2e-08
 362400      3.43e-02    3.43e-02      2.78e-04    4.49e-04      3.36e-02    3.35e-02    3.2e-08
 362500      3.58e-02    4.07e-02      5.94e-04    4.37e-04      3.47e-02    3.99e-02    3.2e-08
 362600      3.46e-02    4.15e-02      3.02e-04    5.90e-04      3.39e-02    4.05e-02    3.2e-08
 362700      3.69e-02    3.70e-02      7.23e-04    8.43e-06      3.56e-02    3.65e-02    3.2e-08
 362800      3.63e-02    4.09e-02      8.65e-04    1.60e-04      3.47e-02    4.02e-02    3.2e-08
 362900      3.50e-02    3.39e-02      4.75e-04    5.38e-04      3.40e-02    3.30e-02    3.2e-08
 363000      3.74e-02    3.35e-02      4.31e-04    2.98e-04      3.65e-02    3.28e-02    3.2e-08
 363100      3.74e-02    3.46e-02      4.49e-04    4.64e-05      3.63e-02    3.41e-02    3.2e-08
 363200      3.41e-02    3.08e-02      1.97e-04    2.74e-04      3.35e-02    3.02e-02    3.2e-08
 363300      3.19e-02    3.04e-02      8.17e-05    1.53e-04      3.14e-02    2.99e-02    3.2e-08
 363400      3.37e-02    2.92e-02      4.40e-04    1.93e-04      3.28e-02    2.87e-02    3.2e-08
 363500      3.25e-02    4.13e-02      3.95e-04    1.45e-05      3.18e-02    4.07e-02    3.2e-08
 363600      3.66e-02    3.18e-02      5.76e-04    3.95e-04      3.55e-02    3.10e-02    3.2e-08
 363700      3.18e-02    4.10e-02      4.33e-04    1.70e-04      3.09e-02    4.03e-02    3.2e-08
 363800      4.05e-02    4.09e-02      1.08e-03    5.83e-04      3.83e-02    3.99e-02    3.2e-08
 363900      3.46e-02    3.62e-02      3.83e-04    6.47e-04      3.38e-02    3.51e-02    3.2e-08
 364000      3.71e-02    3.21e-02      6.49e-04    6.57e-05      3.60e-02    3.16e-02    3.2e-08
 364100      3.46e-02    3.39e-02      4.76e-04    6.02e-05      3.37e-02    3.33e-02    3.2e-08
 364200      3.89e-02    3.70e-02      6.47e-04    2.74e-04      3.77e-02    3.64e-02    3.2e-08
 364300      3.35e-02    3.47e-02      3.32e-04    4.11e-04      3.28e-02    3.39e-02    3.2e-08
 364400      3.34e-02    3.58e-02      4.25e-04    3.28e-04      3.26e-02    3.51e-02    3.2e-08
 364500      3.38e-02    4.03e-02      3.16e-04    4.37e-04      3.30e-02    3.95e-02    3.2e-08
 364600      3.41e-02    3.50e-02      3.20e-04    5.99e-04      3.34e-02    3.40e-02    3.2e-08
 364700      3.35e-02    4.01e-02      3.27e-04    4.95e-04      3.27e-02    3.92e-02    3.2e-08
 364800      4.18e-02    3.40e-02      3.44e-04    1.34e-04      4.10e-02    3.34e-02    3.2e-08
 364900      4.03e-02    2.97e-02      1.96e-04    1.96e-04      3.97e-02    2.91e-02    3.2e-08
 365000      4.33e-02    3.39e-02      5.08e-04    2.56e-04      4.24e-02    3.34e-02    2.7e-08
 365100      4.35e-02    3.35e-02      4.64e-04    2.76e-04      4.26e-02    3.30e-02    2.7e-08
 365200      3.70e-02    4.41e-02      2.45e-04    2.71e-04      3.64e-02    4.35e-02    2.7e-08
 365300      3.35e-02    3.04e-02      3.00e-04    2.25e-04      3.28e-02    2.99e-02    2.7e-08
 365400      3.43e-02    3.73e-02      2.83e-04    8.57e-05      3.37e-02    3.68e-02    2.7e-08
 365500      3.43e-02    3.96e-02      2.82e-04    5.69e-04      3.37e-02    3.87e-02    2.7e-08
 365600      3.40e-02    4.47e-02      4.78e-04    5.42e-04      3.31e-02    4.38e-02    2.7e-08
 365700      3.41e-02    3.36e-02      3.49e-04    3.34e-05      3.34e-02    3.31e-02    2.7e-08
 365800      3.78e-02    2.94e-02      2.84e-04    3.04e-04      3.72e-02    2.89e-02    2.7e-08
 365900      3.36e-02    2.91e-02      2.28e-04    8.07e-05      3.31e-02    2.87e-02    2.7e-08
 366000      3.81e-02    3.24e-02      2.76e-04    3.82e-04      3.74e-02    3.18e-02    2.7e-08
 366100      3.67e-02    4.37e-02      2.31e-04    1.75e-04      3.60e-02    4.31e-02    2.7e-08
 366200      3.72e-02    4.35e-02      1.54e-04    3.96e-04      3.67e-02    4.27e-02    2.7e-08
