#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  91600      3.83e-01    3.28e-01      1.68e-03    2.45e-03      4.39e-02    3.75e-02    7.5e-05
  91700      3.55e-01    3.17e-01      3.26e-03    3.46e-03      4.06e-02    3.62e-02    7.5e-05
  91800      3.27e-01    2.89e-01      1.03e-03    1.17e-03      3.76e-02    3.32e-02    7.5e-05
  91900      4.09e-01    3.08e-01      6.88e-04    4.59e-04      4.69e-02    3.54e-02    7.5e-05
  92000      3.58e-01    3.18e-01      5.72e-04    5.27e-04      4.11e-02    3.64e-02    7.5e-05
  92100      4.10e-01    2.92e-01      3.65e-04    9.58e-05      4.70e-02    3.35e-02    7.5e-05
  92200      4.02e-01    3.26e-01      1.89e-03    1.80e-03      4.61e-02    3.73e-02    7.5e-05
  92300      3.44e-01    3.30e-01      4.62e-03    5.10e-03      3.91e-02    3.75e-02    7.5e-05
  92400      3.40e-01    3.12e-01      5.72e-04    2.19e-04      3.90e-02    3.58e-02    7.5e-05
  92500      3.60e-01    3.02e-01      2.02e-03    1.96e-03      4.12e-02    3.45e-02    7.5e-05
  92600      3.50e-01    2.77e-01      6.16e-04    3.21e-04      4.01e-02    3.18e-02    7.5e-05
  92700      3.45e-01    2.90e-01      6.86e-04    8.58e-04      3.96e-02    3.33e-02    7.5e-05
  92800      3.67e-01    3.06e-01      2.36e-03    1.52e-03      4.21e-02    3.50e-02    7.5e-05
  92900      3.49e-01    2.76e-01      2.36e-03    1.86e-03      3.99e-02    3.16e-02    7.5e-05
  93000      3.82e-01    3.39e-01      3.96e-03    3.10e-03      4.36e-02    3.88e-02    7.5e-05
  93100      3.63e-01    3.06e-01      7.71e-03    6.93e-03      4.09e-02    3.43e-02    7.5e-05
  93200      3.44e-01    2.88e-01      1.75e-03    8.80e-04      3.94e-02    3.30e-02    7.5e-05
  93300      4.00e-01    4.22e-01      6.89e-04    1.24e-03      4.59e-02    4.84e-02    7.5e-05
  93400      3.61e-01    2.90e-01      9.27e-04    5.05e-04      4.14e-02    3.32e-02    7.5e-05
  93500      3.64e-01    3.52e-01      6.18e-03    5.46e-03      4.12e-02    4.00e-02    7.5e-05
  93600      3.29e-01    3.28e-01      3.65e-04    1.64e-03      3.78e-02    3.76e-02    7.5e-05
  93700      3.44e-01    3.18e-01      3.28e-03    2.16e-03      3.93e-02    3.64e-02    7.5e-05
  93800      3.76e-01    3.15e-01      3.68e-04    7.30e-04      4.31e-02    3.61e-02    7.5e-05
  93900      3.38e-01    2.64e-01      6.49e-04    8.44e-05      3.87e-02    3.03e-02    7.5e-05
  94000      3.63e-01    3.05e-01      6.29e-03    6.53e-03      4.11e-02    3.43e-02    7.5e-05
  94100      3.25e-01    2.47e-01      5.06e-04    2.56e-04      3.73e-02    2.83e-02    7.5e-05
  94200      3.48e-01    3.49e-01      1.08e-03    4.49e-04      3.99e-02    4.00e-02    7.5e-05
  94300      3.57e-01    2.86e-01      2.13e-03    2.60e-03      4.09e-02    3.27e-02    7.5e-05
  94400      3.76e-01    3.66e-01      6.64e-04    1.09e-03      4.31e-02    4.20e-02    7.5e-05
  94500      3.83e-01    3.78e-01      1.16e-03    1.55e-03      4.40e-02    4.33e-02    7.5e-05
  94600      3.64e-01    3.08e-01      8.40e-04    8.94e-04      4.17e-02    3.54e-02    7.5e-05
  94700      3.64e-01    3.30e-01      8.47e-04    6.74e-04      4.17e-02    3.79e-02    7.5e-05
  94800      3.53e-01    3.40e-01      1.45e-03    8.03e-04      4.04e-02    3.91e-02    7.5e-05
  94900      3.17e-01    2.90e-01      8.65e-04    1.85e-03      3.64e-02    3.32e-02    7.5e-05
  95000      2.94e-01    3.41e-01      4.36e-03    4.60e-03      3.59e-02    4.17e-02    6.5e-05
  95100      2.73e-01    4.35e-01      5.57e-04    5.57e-05      3.36e-02    5.36e-02    6.5e-05
  95200      3.35e-01    2.84e-01      1.94e-03    8.06e-04      4.13e-02    3.49e-02    6.5e-05
  95300      3.43e-01    3.14e-01      9.40e-04    7.29e-04      4.22e-02    3.87e-02    6.5e-05
  95400      3.75e-01    3.56e-01      4.74e-03    4.83e-03      4.59e-02    4.35e-02    6.5e-05
  95500      3.78e-01    2.95e-01      7.10e-04    1.58e-03      4.65e-02    3.63e-02    6.5e-05
  95600      3.64e-01    2.82e-01      3.95e-04    1.57e-04      4.49e-02    3.47e-02    6.5e-05
  95700      3.37e-01    2.78e-01      6.38e-04    8.66e-04      4.15e-02    3.42e-02    6.5e-05
  95800      3.61e-01    3.07e-01      2.25e-03    1.04e-04      4.44e-02    3.78e-02    6.5e-05
  95900      2.90e-01    3.28e-01      5.79e-04    1.96e-04      3.57e-02    4.04e-02    6.5e-05
  96000      2.76e-01    2.86e-01      1.13e-03    1.77e-04      3.40e-02    3.52e-02    6.5e-05
  96100      2.90e-01    2.70e-01      7.26e-04    1.65e-04      3.57e-02    3.33e-02    6.5e-05
  96200      2.96e-01    3.08e-01      2.86e-04    3.35e-04      3.65e-02    3.80e-02    6.5e-05
  96300      3.29e-01    3.48e-01      1.93e-03    1.91e-03      4.04e-02    4.28e-02    6.5e-05
  96400      3.26e-01    3.03e-01      2.64e-03    2.21e-03      4.01e-02    3.72e-02    6.5e-05
  96500      3.38e-01    2.57e-01      8.09e-04    1.21e-03      4.17e-02    3.16e-02    6.5e-05
  96600      3.20e-01    2.44e-01      1.86e-03    1.31e-03      3.94e-02    3.00e-02    6.5e-05
  96700      3.59e-01    2.86e-01      2.25e-03    2.37e-03      4.42e-02    3.51e-02    6.5e-05
  96800      3.93e-01    3.53e-01      3.41e-04    5.70e-04      4.85e-02    4.35e-02    6.5e-05
  96900      3.19e-01    2.63e-01      1.89e-03    1.25e-03      3.92e-02    3.24e-02    6.5e-05
  97000      3.19e-01    2.93e-01      3.16e-03    3.01e-03      3.91e-02    3.59e-02    6.5e-05
  97100      3.20e-01    3.45e-01      1.62e-03    1.84e-03      3.94e-02    4.25e-02    6.5e-05
  97200      3.14e-01    2.79e-01      1.06e-03    8.31e-05      3.87e-02    3.44e-02    6.5e-05
  97300      3.46e-01    2.63e-01      2.89e-04    4.81e-04      4.26e-02    3.23e-02    6.5e-05
  97400      3.48e-01    2.83e-01      3.14e-03    2.66e-03      4.27e-02    3.47e-02    6.5e-05
  97500      3.57e-01    2.46e-01      4.30e-04    1.98e-04      4.40e-02    3.03e-02    6.5e-05
  97600      3.46e-01    2.72e-01      1.00e-03    1.97e-04      4.27e-02    3.35e-02    6.5e-05
  97700      3.76e-01    2.65e-01      1.75e-03    6.22e-04      4.63e-02    3.26e-02    6.5e-05
  97800      3.11e-01    2.69e-01      2.45e-03    2.08e-03      3.82e-02    3.31e-02    6.5e-05
  97900      2.89e-01    3.02e-01      1.29e-03    1.10e-03      3.55e-02    3.72e-02    6.5e-05
  98000      3.36e-01    4.04e-01      2.33e-03    9.79e-04      4.13e-02    4.97e-02    6.5e-05
  98100      3.48e-01    3.36e-01      1.16e-03    1.21e-03      4.28e-02    4.14e-02    6.5e-05
  98200      3.06e-01    3.33e-01      2.30e-03    2.28e-03      3.76e-02    4.09e-02    6.5e-05
  98300      3.72e-01    2.86e-01      1.49e-03    3.10e-04      4.58e-02    3.53e-02    6.5e-05
  98400      3.31e-01    2.72e-01      2.44e-04    4.58e-05      4.07e-02    3.35e-02    6.5e-05
  98500      2.86e-01    2.95e-01      1.75e-03    1.41e-03      3.52e-02    3.63e-02    6.5e-05
  98600      3.26e-01    3.64e-01      4.24e-03    4.34e-03      3.99e-02    4.46e-02    6.5e-05
  98700      3.54e-01    2.56e-01      3.29e-03    2.75e-03      4.35e-02    3.14e-02    6.5e-05
  98800      3.22e-01    2.93e-01      3.17e-03    3.06e-03      3.95e-02    3.59e-02    6.5e-05
  98900      3.39e-01    3.38e-01      5.75e-04    3.39e-04      4.18e-02    4.16e-02    6.5e-05
  99000      3.43e-01    3.38e-01      4.13e-04    9.72e-04      4.23e-02    4.16e-02    6.5e-05
  99100      3.23e-01    2.74e-01      6.52e-04    7.65e-04      3.98e-02    3.38e-02    6.5e-05
  99200      3.33e-01    3.09e-01      1.44e-03    9.13e-04      4.10e-02    3.81e-02    6.5e-05
  99300      3.24e-01    3.06e-01      3.58e-04    6.46e-04      3.99e-02    3.77e-02    6.5e-05
  99400      3.79e-01    2.82e-01      5.87e-04    2.43e-04      4.66e-02    3.47e-02    6.5e-05
  99500      3.68e-01    3.44e-01      2.65e-03    2.30e-03      4.52e-02    4.23e-02    6.5e-05
  99600      3.07e-01    2.77e-01      2.58e-03    1.62e-03      3.77e-02    3.41e-02    6.5e-05
  99700      2.93e-01    3.15e-01      3.30e-03    2.21e-03      3.59e-02    3.88e-02    6.5e-05
  99800      2.81e-01    2.91e-01      1.58e-03    1.14e-03      3.45e-02    3.58e-02    6.5e-05
  99900      3.00e-01    2.59e-01      2.35e-03    2.05e-03      3.69e-02    3.18e-02    6.5e-05
 100000      2.72e-01    2.47e-01      1.26e-03    9.35e-04      3.60e-02    3.26e-02    5.6e-05
 100100      2.96e-01    2.89e-01      2.04e-03    1.57e-03      3.90e-02    3.82e-02    5.6e-05
 100200      3.04e-01    3.09e-01      5.40e-04    4.22e-04      4.02e-02    4.08e-02    5.6e-05
 100300      3.12e-01    2.99e-01      6.72e-04    5.31e-04      4.13e-02    3.96e-02    5.6e-05
 100400      3.03e-01    2.76e-01      2.47e-03    9.25e-04      4.00e-02    3.65e-02    5.6e-05
 100500      3.12e-01    2.53e-01      2.06e-04    1.13e-03      4.12e-02    3.34e-02    5.6e-05
 100600      3.04e-01    2.91e-01      1.15e-03    1.30e-03      4.02e-02    3.84e-02    5.6e-05
 100700      2.68e-01    2.86e-01      7.00e-04    6.34e-04      3.54e-02    3.79e-02    5.6e-05
 100800      3.24e-01    2.34e-01      1.38e-03    9.65e-04      4.28e-02    3.10e-02    5.6e-05
 100900      2.97e-01    2.44e-01      7.75e-04    1.12e-03      3.93e-02    3.22e-02    5.6e-05
 101000      2.87e-01    2.26e-01      1.06e-03    5.56e-04      3.80e-02    2.99e-02    5.6e-05
 101100      2.86e-01    2.54e-01      8.57e-04    6.66e-04      3.78e-02    3.36e-02    5.6e-05
 101200      3.08e-01    2.78e-01      1.44e-04    6.12e-04      4.08e-02    3.68e-02    5.6e-05
 101300      2.98e-01    2.68e-01      3.67e-03    3.53e-03      3.92e-02    3.52e-02    5.6e-05
 101400      2.95e-01    3.16e-01      2.90e-03    2.95e-03      3.88e-02    4.17e-02    5.6e-05
 101500      3.18e-01    2.88e-01      2.42e-03    2.68e-03      4.19e-02    3.80e-02    5.6e-05
 101600      2.98e-01    3.15e-01      1.18e-03    1.97e-03      3.94e-02    4.16e-02    5.6e-05
 101700      2.90e-01    2.48e-01      8.40e-04    6.68e-06      3.83e-02    3.28e-02    5.6e-05
 101800      2.57e-01    2.93e-01      2.13e-03    1.40e-03      3.39e-02    3.86e-02    5.6e-05
 101900      2.80e-01    2.92e-01      5.87e-04    6.53e-04      3.70e-02    3.86e-02    5.6e-05
 102000      2.87e-01    2.64e-01      1.25e-03    2.45e-04      3.79e-02    3.49e-02    5.6e-05
 102100      3.00e-01    2.71e-01      4.75e-04    1.49e-03      3.96e-02    3.58e-02    5.6e-05
 102200      3.20e-01    2.71e-01      2.40e-03    2.29e-03      4.23e-02    3.57e-02    5.6e-05
 102300      3.23e-01    2.74e-01      8.17e-04    9.17e-04      4.27e-02    3.63e-02    5.6e-05
 102400      2.91e-01    2.84e-01      9.26e-04    1.82e-04      3.85e-02    3.76e-02    5.6e-05
 102500      3.15e-01    2.67e-01      6.03e-04    7.43e-04      4.17e-02    3.54e-02    5.6e-05
 102600      2.86e-01    2.46e-01      1.77e-03    2.23e-03      3.77e-02    3.24e-02    5.6e-05
 102700      2.80e-01    2.94e-01      9.75e-04    2.58e-03      3.70e-02    3.88e-02    5.6e-05
 102800      3.13e-01    2.53e-01      3.07e-03    2.48e-03      4.12e-02    3.34e-02    5.6e-05
 102900      3.19e-01    2.38e-01      7.41e-04    7.13e-04      4.22e-02    3.15e-02    5.6e-05
 103000      2.83e-01    2.61e-01      1.71e-03    1.59e-03      3.74e-02    3.45e-02    5.6e-05
 103100      2.74e-01    2.60e-01      3.12e-03    2.31e-03      3.61e-02    3.42e-02    5.6e-05
 103200      3.13e-01    2.64e-01      1.80e-03    1.69e-03      4.13e-02    3.49e-02    5.6e-05
 103300      3.36e-01    2.54e-01      4.79e-04    1.34e-04      4.44e-02    3.36e-02    5.6e-05
 103400      3.31e-01    2.69e-01      1.52e-03    7.61e-04      4.38e-02    3.56e-02    5.6e-05
 103500      2.99e-01    3.22e-01      1.03e-03    1.25e-03      3.95e-02    4.26e-02    5.6e-05
 103600      2.58e-01    2.37e-01      1.83e-03    1.17e-03      3.41e-02    3.14e-02    5.6e-05
 103700      2.63e-01    2.20e-01      7.72e-04    2.25e-04      3.48e-02    2.90e-02    5.6e-05
 103800      2.94e-01    2.74e-01      8.55e-04    1.75e-03      3.88e-02    3.61e-02    5.6e-05
 103900      3.14e-01    2.47e-01      1.46e-03    9.57e-04      4.14e-02    3.26e-02    5.6e-05
 104000      2.95e-01    2.95e-01      4.69e-03    3.41e-03      3.86e-02    3.88e-02    5.6e-05
 104100      3.15e-01    3.07e-01      1.47e-03    4.62e-04      4.16e-02    4.06e-02    5.6e-05
 104200      3.30e-01    2.17e-01      2.43e-03    1.60e-03      4.36e-02    2.86e-02    5.6e-05
 104300      3.15e-01    2.83e-01      7.96e-04    5.20e-04      4.17e-02    3.74e-02    5.6e-05
 104400      2.75e-01    2.71e-01      3.73e-03    3.79e-03      3.61e-02    3.55e-02    5.6e-05
 104500      2.70e-01    3.15e-01      3.72e-04    7.02e-04      3.58e-02    4.17e-02    5.6e-05
 104600      2.72e-01    3.03e-01      1.92e-04    3.44e-05      3.60e-02    4.00e-02    5.6e-05
 104700      2.91e-01    2.62e-01      3.19e-04    2.39e-04      3.85e-02    3.47e-02    5.6e-05
 104800      2.91e-01    2.68e-01      6.72e-04    3.51e-04      3.84e-02    3.54e-02    5.6e-05
 104900      2.95e-01    2.44e-01      1.86e-03    9.60e-04      3.89e-02    3.22e-02    5.6e-05
 105000      3.01e-01    2.72e-01      1.42e-03    5.11e-04      4.27e-02    3.85e-02    4.9e-05
 105100      3.06e-01    2.13e-01      1.17e-03    7.10e-04      4.34e-02    3.03e-02    4.9e-05
 105200      2.81e-01    2.50e-01      1.68e-03    1.62e-03      3.99e-02    3.54e-02    4.9e-05
 105300      2.53e-01    3.11e-01      1.44e-03    7.67e-04      3.59e-02    4.41e-02    4.9e-05
 105400      2.42e-01    2.48e-01      1.75e-03    1.44e-03      3.43e-02    3.52e-02    4.9e-05
 105500      2.61e-01    2.76e-01      1.71e-03    6.41e-04      3.70e-02    3.91e-02    4.9e-05
 105600      2.42e-01    2.36e-01      3.44e-04    4.27e-04      3.43e-02    3.34e-02    4.9e-05
 105700      2.62e-01    2.19e-01      6.17e-04    5.75e-04      3.72e-02    3.11e-02    4.9e-05
 105800      2.71e-01    2.15e-01      1.07e-03    2.76e-04      3.85e-02    3.05e-02    4.9e-05
 105900      2.69e-01    3.18e-01      1.45e-03    7.16e-04      3.81e-02    4.51e-02    4.9e-05
 106000      2.99e-01    2.86e-01      6.26e-04    2.91e-04      4.25e-02    4.06e-02    4.9e-05
 106100      3.04e-01    2.80e-01      2.69e-04    9.35e-04      4.32e-02    3.98e-02    4.9e-05
 106200      2.55e-01    3.40e-01      8.66e-04    1.73e-04      3.62e-02    4.83e-02    4.9e-05
 106300      2.62e-01    2.21e-01      1.17e-03    3.67e-04      3.71e-02    3.13e-02    4.9e-05
 106400      2.48e-01    2.49e-01      3.58e-03    3.03e-03      3.49e-02    3.52e-02    4.9e-05
 106500      2.46e-01    2.79e-01      5.53e-04    3.45e-06      3.49e-02    3.96e-02    4.9e-05
 106600      2.62e-01    2.50e-01      1.99e-03    1.69e-03      3.70e-02    3.54e-02    4.9e-05
 106700      2.76e-01    2.41e-01      2.86e-03    2.59e-03      3.89e-02    3.41e-02    4.9e-05
 106800      2.75e-01    2.95e-01      2.09e-03    1.59e-03      3.90e-02    4.17e-02    4.9e-05
 106900      2.82e-01    2.13e-01      8.07e-04    5.51e-04      4.00e-02    3.03e-02    4.9e-05
 107000      2.84e-01    2.62e-01      4.17e-03    3.43e-03      3.99e-02    3.69e-02    4.9e-05
 107100      2.85e-01    2.35e-01      2.37e-03    2.12e-03      4.02e-02    3.32e-02    4.9e-05
 107200      2.69e-01    2.22e-01      9.07e-04    2.90e-05      3.81e-02    3.14e-02    4.9e-05
 107300      2.53e-01    2.94e-01      1.42e-03    2.16e-03      3.59e-02    4.16e-02    4.9e-05
 107400      2.51e-01    2.27e-01      8.64e-04    1.19e-03      3.56e-02    3.22e-02    4.9e-05
 107500      2.74e-01    2.16e-01      1.68e-03    1.49e-03      3.88e-02    3.06e-02    4.9e-05
 107600      2.76e-01    2.26e-01      1.07e-03    2.26e-04      3.91e-02    3.21e-02    4.9e-05
 107700      2.93e-01    2.45e-01      2.11e-03    2.17e-03      4.15e-02    3.46e-02    4.9e-05
 107800      2.64e-01    2.54e-01      1.29e-03    2.56e-03      3.74e-02    3.59e-02    4.9e-05
 107900      2.82e-01    2.94e-01      7.01e-04    4.10e-04      4.00e-02    4.17e-02    4.9e-05
 108000      2.89e-01    2.16e-01      2.12e-03    2.42e-03      4.09e-02    3.04e-02    4.9e-05
 108100      2.55e-01    2.73e-01      7.87e-04    4.46e-04      3.62e-02    3.88e-02    4.9e-05
 108200      2.73e-01    2.65e-01      1.05e-03    1.92e-03      3.88e-02    3.75e-02    4.9e-05
 108300      2.52e-01    2.75e-01      3.07e-03    2.56e-03      3.55e-02    3.89e-02    4.9e-05
 108400      2.47e-01    2.57e-01      6.53e-04    3.23e-04      3.50e-02    3.65e-02    4.9e-05
 108500      2.63e-01    2.52e-01      1.01e-03    3.93e-04      3.73e-02    3.58e-02    4.9e-05
 108600      2.95e-01    2.34e-01      1.37e-03    2.06e-03      4.18e-02    3.30e-02    4.9e-05
 108700      2.80e-01    2.79e-01      7.19e-04    1.44e-06      3.97e-02    3.97e-02    4.9e-05
 108800      2.96e-01    2.99e-01      2.12e-03    4.07e-04      4.18e-02    4.24e-02    4.9e-05
 108900      2.79e-01    2.60e-01      7.64e-04    1.66e-04      3.96e-02    3.69e-02    4.9e-05
 109000      2.82e-01    2.22e-01      7.20e-04    1.17e-03      4.00e-02    3.15e-02    4.9e-05
 109100      2.57e-01    2.61e-01      6.13e-04    3.13e-04      3.65e-02    3.71e-02    4.9e-05
 109200      2.27e-01    2.42e-01      1.36e-03    1.83e-03      3.22e-02    3.43e-02    4.9e-05
 109300      2.77e-01    2.23e-01      1.02e-03    6.03e-04      3.93e-02    3.17e-02    4.9e-05
 109400      2.42e-01    2.93e-01      6.88e-04    1.70e-03      3.43e-02    4.16e-02    4.9e-05
 109500      2.86e-01    2.60e-01      2.30e-03    2.23e-03      4.05e-02    3.68e-02    4.9e-05
 109600      2.79e-01    2.13e-01      1.38e-03    1.75e-03      3.95e-02    3.01e-02    4.9e-05
 109700      3.00e-01    2.60e-01      1.22e-03    1.53e-03      4.25e-02    3.68e-02    4.9e-05
 109800      2.92e-01    2.97e-01      7.92e-04    1.45e-04      4.14e-02    4.22e-02    4.9e-05
 109900      2.95e-01    2.54e-01      1.36e-03    1.20e-03      4.18e-02    3.60e-02    4.9e-05
 110000      2.76e-01    2.30e-01      1.55e-03    9.34e-04      4.19e-02    3.51e-02    4.2e-05
 110100      2.13e-01    2.24e-01      5.58e-04    1.47e-04      3.23e-02    3.41e-02    4.2e-05
 110200      2.31e-01    2.15e-01      5.54e-04    9.85e-04      3.51e-02    3.28e-02    4.2e-05
 110300      2.55e-01    2.33e-01      4.43e-04    2.76e-04      3.88e-02    3.54e-02    4.2e-05
 110400      2.41e-01    2.15e-01      1.84e-03    1.34e-03      3.65e-02    3.26e-02    4.2e-05
 110500      2.45e-01    2.73e-01      2.89e-03    2.43e-03      3.71e-02    4.14e-02    4.2e-05
 110600      2.77e-01    2.33e-01      8.61e-04    1.08e-03      4.22e-02    3.55e-02    4.2e-05
 110700      2.37e-01    2.34e-01      1.95e-03    1.49e-03      3.60e-02    3.55e-02    4.2e-05
 110800      2.60e-01    2.16e-01      1.14e-03    1.20e-03      3.96e-02    3.29e-02    4.2e-05
 110900      2.55e-01    2.34e-01      1.39e-03    1.13e-03      3.88e-02    3.56e-02    4.2e-05
 111000      2.17e-01    2.69e-01      3.70e-03    2.44e-03      3.26e-02    4.08e-02    4.2e-05
 111100      2.35e-01    2.36e-01      7.03e-04    2.57e-04      3.58e-02    3.59e-02    4.2e-05
 111200      2.28e-01    2.37e-01      4.27e-04    5.54e-04      3.47e-02    3.61e-02    4.2e-05
 111300      2.30e-01    2.36e-01      2.70e-04    6.52e-04      3.50e-02    3.59e-02    4.2e-05
 111400      2.35e-01    2.61e-01      2.10e-04    1.64e-04      3.57e-02    3.97e-02    4.2e-05
 111500      2.53e-01    2.01e-01      2.71e-04    5.37e-04      3.85e-02    3.06e-02    4.2e-05
 111600      2.67e-01    2.73e-01      1.38e-03    1.47e-03      4.05e-02    4.15e-02    4.2e-05
 111700      2.30e-01    2.35e-01      3.70e-04    5.78e-04      3.50e-02    3.57e-02    4.2e-05
 111800      2.62e-01    2.25e-01      1.55e-03    1.61e-03      3.99e-02    3.41e-02    4.2e-05
 111900      2.87e-01    2.57e-01      4.60e-03    3.41e-03      4.31e-02    3.88e-02    4.2e-05
 112000      2.36e-01    2.25e-01      7.83e-04    4.52e-04      3.59e-02    3.43e-02    4.2e-05
 112100      2.17e-01    2.14e-01      2.54e-04    2.58e-04      3.30e-02    3.27e-02    4.2e-05
 112200      2.23e-01    2.55e-01      3.34e-03    2.77e-03      3.36e-02    3.86e-02    4.2e-05
 112300      2.37e-01    2.50e-01      1.31e-03    2.03e-03      3.60e-02    3.79e-02    4.2e-05
 112400      2.67e-01    2.23e-01      6.74e-04    1.23e-03      4.06e-02    3.39e-02    4.2e-05
 112500      2.40e-01    2.66e-01      7.36e-04    1.19e-03      3.65e-02    4.05e-02    4.2e-05
 112600      2.51e-01    2.79e-01      1.32e-03    5.80e-05      3.82e-02    4.25e-02    4.2e-05
 112700      2.44e-01    2.57e-01      3.00e-03    2.23e-03      3.68e-02    3.90e-02    4.2e-05
 112800      2.49e-01    2.31e-01      2.04e-03    1.24e-03      3.77e-02    3.51e-02    4.2e-05
 112900      2.26e-01    2.46e-01      8.94e-04    4.77e-04      3.43e-02    3.75e-02    4.2e-05
 113000      2.05e-01    2.15e-01      2.74e-04    1.74e-04      3.12e-02    3.28e-02    4.2e-05
 113100      2.10e-01    2.12e-01      2.75e-03    2.57e-03      3.18e-02    3.20e-02    4.2e-05
 113200      2.30e-01    2.88e-01      1.08e-03    5.34e-04      3.50e-02    4.39e-02    4.2e-05
 113300      2.39e-01    1.95e-01      2.36e-03    1.88e-03      3.62e-02    2.95e-02    4.2e-05
 113400      2.61e-01    2.03e-01      1.07e-03    1.02e-03      3.98e-02    3.09e-02    4.2e-05
 113500      2.35e-01    2.41e-01      9.43e-04    1.39e-03      3.57e-02    3.66e-02    4.2e-05
 113600      2.32e-01    2.12e-01      2.34e-03    1.44e-03      3.51e-02    3.22e-02    4.2e-05
 113700      2.27e-01    2.35e-01      2.50e-03    2.63e-03      3.43e-02    3.56e-02    4.2e-05
 113800      2.41e-01    2.38e-01      1.69e-03    1.26e-03      3.66e-02    3.63e-02    4.2e-05
 113900      2.19e-01    2.28e-01      1.53e-03    1.71e-03      3.32e-02    3.46e-02    4.2e-05
 114000      2.35e-01    2.22e-01      3.22e-03    3.70e-03      3.55e-02    3.34e-02    4.2e-05
 114100      2.34e-01    2.07e-01      6.37e-04    9.53e-04      3.56e-02    3.15e-02    4.2e-05
 114200      2.43e-01    2.39e-01      1.94e-03    2.58e-03      3.68e-02    3.62e-02    4.2e-05
 114300      2.47e-01    2.37e-01      1.13e-04    1.06e-03      3.77e-02    3.61e-02    4.2e-05
 114400      2.46e-01    2.18e-01      8.72e-04    6.74e-04      3.75e-02    3.31e-02    4.2e-05
 114500      2.90e-01    2.36e-01      3.11e-04    7.06e-04      4.41e-02    3.60e-02    4.2e-05
 114600      2.33e-01    2.62e-01      2.00e-03    2.35e-03      3.54e-02    3.98e-02    4.2e-05
 114700      2.45e-01    2.59e-01      2.04e-03    1.15e-03      3.72e-02    3.94e-02    4.2e-05
 114800      2.20e-01    2.14e-01      3.62e-04    9.59e-04      3.35e-02    3.25e-02    4.2e-05
 114900      2.28e-01    2.09e-01      1.31e-03    2.09e-03      3.47e-02    3.17e-02    4.2e-05
 115000      2.16e-01    2.65e-01      3.89e-03    2.96e-03      3.48e-02    4.30e-02    3.7e-05
 115100      2.24e-01    2.09e-01      1.46e-03    3.65e-04      3.65e-02    3.41e-02    3.7e-05
 115200      2.29e-01    1.92e-01      9.52e-04    9.30e-04      3.73e-02    3.13e-02    3.7e-05
 115300      2.30e-01    2.21e-01      1.26e-03    4.03e-04      3.75e-02    3.61e-02    3.7e-05
 115400      2.23e-01    2.28e-01      1.40e-03    9.75e-04      3.64e-02    3.71e-02    3.7e-05
 115500      2.38e-01    2.29e-01      2.00e-03    2.39e-03      3.87e-02    3.72e-02    3.7e-05
 115600      2.12e-01    1.74e-01      3.64e-04    5.20e-04      3.47e-02    2.83e-02    3.7e-05
 115700      2.14e-01    1.88e-01      4.16e-04    2.74e-04      3.50e-02    3.07e-02    3.7e-05
 115800      1.89e-01    2.27e-01      6.05e-04    6.74e-04      3.09e-02    3.71e-02    3.7e-05
 115900      2.15e-01    1.86e-01      1.26e-03    6.12e-04      3.51e-02    3.04e-02    3.7e-05
 116000      2.35e-01    2.11e-01      5.32e-04    2.17e-04      3.84e-02    3.45e-02    3.7e-05
 116100      2.20e-01    2.08e-01      2.87e-03    2.71e-03      3.57e-02    3.37e-02    3.7e-05
 116200      2.22e-01    2.07e-01      1.65e-04    6.83e-05      3.63e-02    3.38e-02    3.7e-05
 116300      2.14e-01    2.34e-01      1.20e-03    1.70e-03      3.49e-02    3.81e-02    3.7e-05
 116400      2.23e-01    2.19e-01      6.67e-04    1.30e-03      3.63e-02    3.58e-02    3.7e-05
 116500      2.31e-01    1.98e-01      7.87e-04    5.50e-04      3.77e-02    3.23e-02    3.7e-05
 116600      2.43e-01    1.97e-01      1.04e-03    9.90e-04      3.96e-02    3.21e-02    3.7e-05
 116700      2.23e-01    2.47e-01      4.60e-04    2.65e-05      3.65e-02    4.04e-02    3.7e-05
 116800      2.09e-01    2.03e-01      5.15e-04    8.82e-05      3.41e-02    3.32e-02    3.7e-05
 116900      2.18e-01    2.55e-01      3.45e-04    3.76e-04      3.56e-02    4.16e-02    3.7e-05
 117000      2.21e-01    2.19e-01      1.35e-04    4.06e-04      3.61e-02    3.58e-02    3.7e-05
 117100      2.35e-01    2.51e-01      4.26e-04    4.58e-05      3.83e-02    4.09e-02    3.7e-05
 117200      2.28e-01    2.11e-01      3.29e-04    9.17e-04      3.72e-02    3.45e-02    3.7e-05
 117300      2.48e-01    2.28e-01      1.68e-03    1.86e-04      4.04e-02    3.72e-02    3.7e-05
 117400      2.23e-01    2.37e-01      1.36e-03    1.99e-03      3.63e-02    3.86e-02    3.7e-05
 117500      2.43e-01    2.01e-01      1.58e-04    7.73e-04      3.97e-02    3.28e-02    3.7e-05
 117600      2.40e-01    2.08e-01      6.64e-04    4.15e-04      3.92e-02    3.39e-02    3.7e-05
 117700      2.48e-01    2.17e-01      1.94e-03    1.32e-04      4.03e-02    3.54e-02    3.7e-05
 117800      2.09e-01    1.91e-01      1.97e-03    1.28e-03      3.41e-02    3.12e-02    3.7e-05
